ASVAB01;ASVAB02;ASVAB03;ASVAB04;ASVAB05;ASVAB06;ASVABC;HEIGHT;WEIGHT85;WEIGHT02;W_EXP;EARNINGS;HOURS;SM;SF;SIBLINGS;LIBRARY;POV78;TENURE;COLLBARG;CATGOV;CATPRI;CATSE;URBAN;REGNE;REGNC;REGW;REGS;idd;FEMALE;MALE;ETHBLACK;ETHHISP;ETHWHITE;AGE;S;EDUCPROF;EDUCPHD;EDUCMAST;EDUCBA;EDUCAA;EDUCHSD;EDUCDO;SINGLE;MARRIED;DIVORCED;FAITHN;FAITHP;FAITHC;FAITHJ;FAITHO
49;64;51;52;61;59;57,75;71;229;237;19,23461;17,91;40,1;12;12;1;0;0;18,51923;1;1;0;0;1;0;1;0;0;2107;0;1;0;0;1;40;14;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0
53;47;49;42;52;45;46,25;69;161;181;8,788462;14,9;50,1;14;14;6;1;1;0,5384616;0;0;1;0;0;0;0;0;1;1042;0;1;0;0;1;40;12;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0
54;51;52;49;41;47;50,75;70;145;151;14,94231;6,75;40,1;10;8;4;1;0;0,2115385;0;0;1;0;1;0;0;1;0;5132;0;1;0;0;1;42;10;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0
63;60;58;58;54;36;59;68;199;209;18,71539;20,2;43,9;10;12;1;0;0;11,96154;0;0;1;0;0;1;0;0;0;1867;0;1;0;0;1;39;12;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0
52;40;58;60;43;46;49,5;67;124;151;12,61154;13,4;;10;12;4;1;0;5,615385;0;0;1;0;1;0;1;0;0;774;0;1;0;0;1;42;14;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0
63;63;59;57;56;62;60,5;69;175;175;20,21154;62,4;40,1;14;16;2;1;0;0,4230769;0;0;1;0;1;0;1;0;0;916;0;1;0;0;1;43;16;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0
67;66;61;61;48;49;63,5;74;180;219;8,330769;32,59;49,9;14;11;2;1;0;14,76923;1;1;0;0;1;0;0;0;1;3971;0;1;0;0;1;39;19;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0
35;36;45;19;34;42;34;64;209;241;18,55385;6,5;50;6;8;7;0;1;6,846154;0;0;1;0;1;0;0;0;1;2661;0;1;0;1;0;41;9;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0
53;55;56;50;45;51;54;69;170;194;7,942307;15,03;40,1;12;12;7;1;0;7,5;1;0;1;0;1;0;0;1;0;11911;0;1;0;0;1;42;13;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
56;65;60;55;63;62;61,25;69;119;139;18,09615;11,31;59,9;14;16;3;1;0;4,884615;0;0;1;0;1;0;0;0;1;1508;0;1;0;0;1;37;14;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1
35;41;26;31;29;26;34,75;68;150;200;9,865385;14,5;40;9;8;5;0;1;9,211538;0;0;1;0;0;0;0;0;1;2261;0;1;0;0;1;38;12;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0
49;58;41;49;43;47;51,5;69;151;186;20,72692;23,17;40;12;12;11;1;0;17,5;0;0;1;0;0;0;1;0;0;2067;0;1;0;0;1;39;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
53;54;52;61;61;58;55,25;72;180;181;17,4;36,05;47,9;12;12;3;1;0;6,403846;0;0;1;0;0;0;1;0;0;730;0;1;0;0;1;41;15;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0
67;66;59;59;55;39;62,5;72;168;180;1,888462;37,11;43;14;16;3;1;0;1,788462;0;1;0;0;1;0;0;0;1;3168;0;1;0;0;1;44;19;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
56;64;56;49;53;52;58,25;70;140;179;8,688462;18,63;50;16;18;1;1;0;6,384615;0;1;0;0;1;0;0;0;1;1503;0;1;0;0;1;38;20;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
33;41;37;44;47;41;40,75;72;241;250;22,43846;11,67;40;11;3;2;1;0;5;1;1;0;0;1;0;0;0;1;3937;0;1;1;0;0;42;12;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
39;41;46;41;44;51;42,25;71;184;225;20,18846;17,72;60,1;12;8;7;1;0;0,6923077;0;0;1;0;1;0;1;0;0;520;0;1;1;0;0;44;16;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0
59;67;58;61;62;62;63,25;68;159;175;13,67308;47,97;43,9;10;12;2;0;0;13,67308;0;0;1;0;1;0;1;0;0;2113;0;1;0;0;1;39;19;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0
63;66;61;62;59;63;63,75;66;199;191;19,80385;27,11;40,1;12;12;1;1;0;9,673077;0;1;0;0;1;0;1;0;0;6;0;1;0;0;1;41;16;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0
52;46;47;54;63;57;48,25;71;164;179;15,76923;16,9;40,1;12;12;2;1;0;0,4230769;1;1;0;0;1;1;0;0;0;210;0;1;0;0;1;39;16;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0
69;64;60;58;62;57;61,5;73;231;299;11,05769;25,64;44,9;12;16;3;1;0;2,307692;0;0;1;0;1;0;0;1;0;1631;0;1;0;0;1;40;16;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0
49;44;46;44;39;44;44,5;68;179;236;18,95769;10,46;42,9;12;17;3;1;0;1;0;0;1;0;1;0;0;0;1;1237;0;1;0;0;1;43;12;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1
47;47;50;51;50;50;48,75;71;196;300;20,30385;19,33;50,1;13;12;2;1;;19,44231;0;0;0;1;0;0;1;0;0;5347;0;1;0;0;1;40;14;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0
66;61;61;53;61;41;59;74;204;241;22,21539;21,8;40;4;7;5;0;0;6,096154;0;0;1;0;0;0;0;0;1;2774;0;1;0;0;1;45;14;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
57;51;46;54;40;40;50,5;73;165;175;19,05769;18,86;58;12;11;5;0;0;3,519231;1;0;1;0;1;0;1;0;0;3374;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
55;43;47;39;35;37;43;73;270;311;21,46539;9,86;39,9;12;10;5;1;0;15,13461;1;1;0;0;1;0;1;0;0;4732;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
65;49;55;55;48;36;52;67;147;179;18,93846;13,8;48,1;8;9;2;1;0;15,05769;1;0;1;0;0;0;1;0;0;5356;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1
53;51;53;54;54;53;52,25;;141;190;14,69615;57,79;50;12;8;2;1;0;7,980769;0;0;1;0;1;0;1;0;0;11791;0;1;0;0;1;38;16;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0
63;59;47;53;48;59;54,5;71;190;195;21,81154;22,97;50;14;9;2;1;0;5,942307;0;0;1;0;0;0;0;0;1;2216;0;1;0;0;1;41;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
63;54;60;53;61;56;55,25;72;170;189;12,25385;24,41;40;18;18;1;1;0;3,519231;0;1;0;0;1;1;0;0;0;3803;0;1;0;0;1;41;18;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1
46;48;52;59;54;62;51,75;74;206;238;22,76923;32,15;44,9;14;6;3;1;0;24,94231;1;0;1;0;1;0;0;1;0;5147;0;1;0;1;0;44;12;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0
64;59;55;59;60;55;58;70;180;239;17,28461;38,46;54,9;12;12;0;0;0;4,326923;0;0;1;0;1;0;1;0;0;2007;0;1;0;0;1;40;14;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
25;35;27;24;26;30;30,25;66;144;198;11,76539;13,1;35,1;9;0;8;1;1;0,75;0;1;0;0;1;1;0;0;0;11981;1;0;0;1;0;40;12;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
47;50;55;53;51;58;52;67;134;203;18,13461;32,31;40;13;7;0;1;0;2,076923;0;1;0;0;1;0;1;0;0;2442;1;0;0;0;1;43;18;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1
35;41;44;52;44;51;44,5;62;125;126;21,33077;27,42;51,1;12;20;2;0;0;10,46154;0;0;1;0;1;0;0;1;0;4373;1;0;0;0;1;38;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
39;63;44;52;60;57;55,5;66;136;185;14,34615;15,76;40,1;12;14;3;1;0;1,903846;0;0;1;0;1;0;0;0;1;1558;1;0;0;0;1;39;14;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0
37;42;34;38;36;34;39;65;131;170;15,84231;8,6;40;9;0;2;0;1;0,1923077;0;0;1;0;1;0;0;0;1;4274;1;0;0;1;0;42;9;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0
61;62;61;63;62;57;62;64;123;207;15,85;18,65;45,1;16;14;2;1;0;7,576923;0;0;1;0;1;0;0;1;0;4425;1;0;0;0;1;42;18;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0
62;65;60;57;49;53;61,75;63;132;130;16,44615;10,09;40;12;12;2;1;0;4,307693;0;1;0;0;0;0;0;0;1;293;1;0;0;0;1;43;13;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
47;54;48;50;50;53;51,5;65;191;190;16,61154;15,92;60;8;8;4;1;1;2,134615;0;0;1;0;1;0;0;1;0;11905;1;0;0;0;1;42;15;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0
39;49;43;60;56;56;50,25;63;111;161;10,71539;31,25;30;12;16;1;1;0;5,461538;0;0;1;0;1;0;0;0;1;5091;1;0;0;0;1;38;20;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0
35;36;38;49;48;45;39,75;66;140;139;8,861538;6;35,1;9;12;2;0;0;0,0192308;0;1;0;0;0;0;1;0;0;2530;1;0;0;0;1;38;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
51;51;49;57;48;46;52;60;115;139;9,907693;8,65;38,1;12;12;2;1;0;1,807692;0;1;0;0;0;0;0;0;1;2294;1;0;0;0;1;38;16;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0
56;58;59;56;63;57;57,75;66;126;134;16,59231;9,3;40,1;12;16;0;1;;6,865385;1;0;1;0;1;0;0;0;1;1356;1;0;0;0;1;39;16;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0
43;49;44;40;63;58;45,5;68;155;224;20,4;15,37;42,1;12;12;3;1;0;9,442307;0;0;1;0;0;0;0;0;1;2140;1;0;0;0;1;39;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
48;55;56;54;62;58;55;68;160;221;18,70769;26,43;46,1;12;16;4;1;0;15,44231;1;1;0;0;0;0;0;0;1;11854;1;0;1;0;0;42;16;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0
32;42;41;41;37;39;41,5;68;131;127;21,07692;20,19;40;10;6;4;0;0;11,57692;0;0;1;0;0;0;0;0;1;11794;1;0;0;0;1;39;12;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0
44;49;46;56;52;46;50;65;131;125;19,88461;23,83;44,9;12;12;2;0;0;18;0;0;1;0;1;0;1;0;0;3735;1;0;0;0;1;37;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
44;40;36;35;54;51;37,75;61;107;129;11;8,1;40;11;12;3;1;0;1,076923;0;0;1;0;1;0;0;0;1;197;1;0;0;0;1;39;12;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
31;34;36;49;53;51;38,25;62;166;188;12,26923;9,27;39,9;12;12;8;1;;4,096154;0;1;0;0;1;0;1;0;0;834;1;0;1;0;0;42;12;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
41;45;56;47;53;55;48,25;65;180;221;23,46154;10,46;40,1;12;16;7;1;0;1,019231;0;1;0;0;1;0;0;0;1;1366;1;0;0;0;1;44;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
50;47;55;63;53;55;53;59;129;163;12,69231;10,36;40,1;12;12;3;1;0;0,0961538;0;1;0;0;1;0;1;0;0;533;1;0;0;0;1;42;14;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
37;39;36;32;42;47;36,5;63;134;154;11,69231;11,32;40;13;12;4;1;1;4,442307;0;0;1;0;1;0;1;0;0;2046;1;0;0;0;1;37;12;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
55;55;61;58;61;36;57,25;62;121;126;22,82692;17,84;45;13;20;2;1;0;6,153846;0;0;1;0;1;0;1;0;0;527;1;0;0;0;1;44;13;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
51;57;59;52;62;49;56,25;64;166;226;19,32692;16,68;45;12;12;1;1;0;10,03846;0;0;1;0;0;0;1;0;0;2104;1;0;0;0;1;45;12;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1
51;37;52;52;39;44;44,5;65;145;212;12,08077;7,4;40,1;12;14;1;1;0;0,2692308;0;0;1;0;0;0;0;0;1;2165;1;0;0;0;1;42;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
52;45;58;55;45;47;50,75;61;106;119;14,17308;15,04;39,9;10;12;5;1;0;6,25;0;1;0;0;1;0;1;0;0;619;1;0;0;0;1;44;12;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
48;64;60;56;63;60;61;63;138;159;17,93846;38,46;45,1;12;18;2;1;0;2,019231;0;0;1;0;1;1;0;0;0;21;1;0;0;0;1;40;16;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0
59;64;60;58;63;72;61,5;70;181;239;18,86923;20,09;39,9;11;8;1;1;0;17,23077;0;0;1;0;1;0;1;0;0;3574;1;0;0;0;1;37;12;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0
48;47;56;59;59;48;52,25;65;141;151;14,53846;6,25;27,9;12;12;7;1;0;3,346154;1;1;0;0;1;0;0;1;0;1662;1;0;0;0;1;39;12;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
41;46;49;50;47;49;47,75;62;109;110;19,01539;12,92;30;12;7;3;1;0;19,94231;1;1;0;0;2;0;0;1;0;4551;1;0;0;0;1;40;13;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
39;38;36;48;48;56;40;68;170;226;22,98077;10,69;48,1;11;12;5;1;1;21,15385;1;0;1;0;1;0;0;0;1;2211;1;0;1;0;0;41;12;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0
49;60;58;56;59;59;58,5;62;125;145;21,61539;14,75;40,1;9;8;3;1;0;2,538461;0;0;1;0;1;0;1;0;0;3754;1;0;0;0;1;40;12;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
53;52;57;52;56;51;53,25;61;109;125;12,86154;33,33;15,1;12;12;1;1;0;0,8269231;0;0;1;0;1;1;0;0;0;192;1;0;0;0;1;39;16;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0
51;57;62;58;63;64;58,5;65;136;150;15,41923;12;42,1;12;12;5;1;0;10,42308;0;0;1;0;0;0;1;0;0;2112;1;0;0;0;1;44;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
43;42;44;33;41;39;40,25;62;103;104;18,97692;8;40;8;6;4;0;0;1,5;0;0;1;0;1;0;0;0;1;721;1;0;0;0;1;39;13;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1
37;46;47;43;42;44;45,5;63;183;191;21,61154;16,05;49,9;9;12;0;1;0;3,576923;0;0;1;0;1;0;0;0;1;1114;1;0;0;1;0;41;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
30;38;31;33;35;51;35;62;108;125;15,50385;8,43;15;10;12;3;1;1;9,903846;0;0;1;0;1;1;0;0;0;2911;1;0;0;1;0;41;12;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
59;64;60;62;60;56;62,5;62;104;116;13,82692;23,41;40;12;16;3;1;0;5,75;0;1;0;0;1;1;0;0;0;3109;1;0;0;0;1;40;18;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0
53;51;57;63;53;57;55,5;60;103;111;21,16923;34,18;44,9;12;14;3;1;0;17,38461;0;0;1;0;1;0;0;0;1;11851;1;0;0;0;1;43;14;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0
53;54;56;58;61;55;55,5;67;115;154;19,04231;23,54;46,9;12;10;3;1;0;14,53846;0;1;0;0;1;0;0;1;0;1847;1;0;0;1;0;42;14;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
56;40;55;56;52;50;47,75;62;141;171;12,38077;17,4;50;14;16;5;1;0;17,86539;1;1;0;0;1;0;1;0;0;887;1;0;0;0;1;41;18;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0
49;41;39;47;61;66;42;67;124;145;23,13846;12,22;44,9;12;11;2;1;0;3,423077;0;0;1;0;0;0;0;0;1;5508;1;0;0;0;1;42;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
63;62;56;50;54;49;57,5;68;184;200;9,884615;21,25;40,1;12;12;1;1;0;1,538462;0;0;1;0;0;0;0;0;1;1240;1;0;0;0;1;38;18;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1
53;63;56;59;60;56;60,25;68;127;136;15,61539;31,01;38,1;12;8;3;1;0;3,480769;1;1;0;0;0;0;1;0;0;3337;1;0;0;0;1;40;18;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1
48;41;43;50;47;46;43,75;64;110;150;18,38846;34,24;34,9;16;16;0;1;0;1,057692;0;0;1;0;1;1;0;0;0;11958;1;0;0;0;1;38;12;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
56;57;57;52;61;71;55,75;65;133;152;13,71539;18,27;45;11;14;2;1;0;0,8653846;0;0;1;0;1;0;1;0;0;3355;1;0;0;0;1;42;14;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0
42;45;49;51;53;49;47,5;66;161;230;18;6,98;38;10;12;3;1;1;2,326923;0;0;1;0;0;0;1;0;0;5275;1;0;0;0;1;43;12;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
48;48;45;40;63;54;45,25;63;140;155;16,73077;12,4;45,1;10;12;1;0;0;9,230769;0;1;0;0;2;1;0;0;0;3091;1;0;0;0;1;37;14;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1
52;47;61;59;46;55;53,5;69;120;137;17,36923;15,54;39,9;12;16;4;1;0;5,096154;0;1;0;0;1;0;0;1;0;1571;1;0;0;0;1;39;15;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
44;62;57;58;44;49;59,75;66;119;120;20,42308;10,5;40;14;13;3;1;;0,1730769;0;1;0;0;1;0;1;0;0;3802;1;0;0;0;1;43;13;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
55;50;60;52;53;55;53;65;117;119;19,88077;13,6;43,9;12;14;2;1;0;2,826923;0;1;0;0;1;0;0;0;1;4152;1;0;0;0;1;44;13;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
39;49;47;60;43;52;51,25;61;140;149;16,69231;18,5;39,9;17;14;3;1;0;13,65385;1;1;0;0;1;0;0;0;1;1967;1;0;0;0;1;39;16;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0
48;46;47;56;54;65;48,75;63;117;120;19,20769;10,58;55;12;13;2;1;1;1,519231;0;0;1;0;1;0;0;0;1;5055;1;0;0;0;1;40;14;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
49;49;50;50;53;45;49,5;68;176;321;20,13461;16,94;39,9;12;12;4;1;0;18,84615;0;0;1;0;0;1;0;0;0;1902;1;0;0;0;1;38;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
53;50;57;55;55;54;53;64;120;134;13,55769;17,52;23,9;12;12;2;0;0;18,75;0;0;1;0;1;1;0;0;0;1885;1;0;0;0;1;42;16;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0
49;43;41;41;39;48;42;61;181;165;19,76923;6,75;39,9;6;8;2;0;0;4;0;0;1;0;0;0;0;0;1;4934;1;0;0;0;1;41;12;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1
43;38;41;44;37;45;40,25;61;155;190;18,44615;9,7;55,1;12;6;5;0;0;10,84615;0;0;1;0;1;0;0;0;1;11850;1;0;0;0;1;39;8;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0
37;36;46;50;42;46;42;63;129;160;7,303846;6,35;39,9;8;11;1;0;0;5,692307;0;0;1;0;1;1;0;0;0;3094;1;0;0;0;1;43;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
43;45;48;41;43;45;44,75;69;144;131;18,61539;8;40;12;9;2;1;1;3,788461;0;0;1;0;1;0;0;1;0;3719;1;0;0;0;1;44;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
37;41;41;50;46;55;43,25;64;105;109;16,98461;14,2;38,1;14;12;4;1;0;20,67308;1;1;0;0;1;0;1;0;0;3458;1;0;0;0;1;40;14;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0
41;51;55;53;60;57;52,5;62;118;139;18,86539;14,65;17,1;12;14;2;1;0;11,96154;0;0;1;0;0;1;0;0;0;3242;1;0;0;0;1;40;12;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0
25;39;25;25;29;37;32;63;131;144;15,43846;12,45;48;9;6;7;1;0;6,673077;1;0;1;0;1;0;1;0;0;3321;1;0;0;0;1;37;10;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0
35;40;43;43;46;54;41,5;65;135;134;20,98461;9;30;10;10;1;1;0;1,038462;0;0;1;0;1;0;1;0;0;3343;1;0;0;0;1;38;10;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0
51;59;58;62;59;55;59,5;65;114;141;17,67692;36,11;44,9;8;11;2;1;0;3,615385;0;0;1;0;1;0;0;1;0;4488;1;0;0;0;1;38;13;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0
57;56;62;58;41;49;58;68;142;270;18,82308;12;40;12;11;1;0;0;13,42308;0;0;1;0;0;0;0;1;0;5712;1;0;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0
56;45;54;54;49;50;49,5;64;117;169;19,18846;15,48;39,9;12;12;4;1;0;0,5961539;0;0;1;0;1;0;1;0;0;972;1;0;0;0;1;38;12;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0
47;36;44;48;57;61;41;67;199;199;19,09615;6,14;39,9;10;8;2;1;0;0,3269231;0;0;1;0;1;0;1;0;0;3444;1;0;0;0;1;43;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
49;63;55;53;61;60;58,5;65;165;241;18,78846;5,9;40,1;12;12;2;0;0;6,134615;0;1;0;0;0;0;1;0;0;4803;1;0;0;0;1;38;13;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
55;57;57;56;60;61;56,75;63;114;120;13,98077;5,49;35,1;12;10;9;0;0;4,903846;0;1;0;0;0;0;1;0;0;5421;1;0;0;0;1;41;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
43;44;38;44;52;46;42,5;65;136;131;9,830769;7,1;35;9;12;2;0;0;0,5769231;0;0;1;0;0;0;1;0;0;2529;1;0;0;0;1;39;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
49;40;46;53;59;64;44,75;66;160;189;20,20769;10,35;30,1;11;10;3;1;0;7,115385;0;1;0;0;0;0;0;0;1;2190;1;0;0;0;1;42;13;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
65;66;60;60;55;58;63;64;110;126;16,80769;21,25;39,9;11;12;1;0;0;18,13461;1;1;0;0;0;0;0;0;1;4280;1;0;0;0;1;43;16;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0
39;34;44;32;37;50;36;63;140;181;14,42692;13,02;40,1;12;12;2;1;0;22,03846;0;1;0;0;1;0;0;0;1;1286;1;0;1;0;0;41;16;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
39;49;45;43;41;53;46,5;63;165;200;17,71154;9,98;19,9;12;12;1;1;;11,44231;1;1;0;0;0;0;0;0;1;5063;1;0;0;0;1;39;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
46;45;38;44;46;55;43;63;158;176;15,71154;6,85;40;11;11;3;0;0;0,1153846;0;0;1;0;0;0;0;1;0;1592;1;0;0;0;1;37;12;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0
45;59;56;52;47;50;56,5;64;159;186;9,707693;8,65;39,9;12;9;1;1;0;3,384615;0;0;1;0;0;0;1;0;0;5327;1;0;0;0;1;42;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
57;57;56;57;59;36;56,75;64;122;180;17,48077;14,6;40,1;5;8;5;0;0;1,211538;0;1;0;0;0;0;0;0;1;2775;1;0;0;0;1;42;12;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
47;49;34;56;41;41;47;61;126;141;18,86923;31,29;40;12;12;5;1;0;7,961538;0;0;1;0;0;0;0;0;1;5626;1;0;0;0;1;37;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
48;43;40;32;38;46;39,5;60;138;137;19,93846;14,9;38;16;10;0;1;0;11,44231;0;0;1;0;1;1;0;0;0;3285;1;0;0;1;0;40;12;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0
58;43;60;56;41;48;50,5;62;135;150;14,59615;18,89;39,9;8;9;3;1;0;2,115385;0;0;1;0;1;0;0;0;1;1130;1;0;0;1;0;42;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
43;34;38;39;50;41;36,25;61;137;171;17,44615;13,42;42;10;11;3;0;0;3,730769;1;1;0;0;0;0;0;0;1;1490;1;0;1;0;0;39;12;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
50;57;47;52;52;59;53,25;67;129;130;18,86923;19,82;39,1;14;13;4;1;0;3,5;0;0;1;0;1;0;1;0;0;487;1;0;0;0;1;41;14;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
55;64;61;55;53;58;61;68;131;141;14,67308;7,69;25;16;16;3;1;0;4,5;0;1;0;0;1;0;1;0;0;5372;1;0;0;0;1;43;16;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0
41;60;50;52;55;52;55,5;65;124;134;17,09231;13,74;50,1;12;12;2;1;;11,92308;0;1;0;0;1;0;0;0;1;1178;1;0;0;0;1;39;17;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0
52;62;58;62;61;66;61;67;140;201;19,20769;9,38;60;12;12;2;1;0;9,807693;1;1;0;0;1;0;1;0;0;2573;1;0;0;0;1;44;17;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0
66;63;39;58;62;73;55,75;65;114;126;13;80,22;24,1;14;18;2;1;0;9,076923;0;0;1;0;1;1;0;0;0;2959;1;0;0;0;1;39;20;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0
63;58;56;55;61;62;56,75;61;99;116;10,83077;9,5;27,9;16;17;1;1;0;0,5961539;0;0;1;0;1;1;0;0;0;3156;1;0;0;0;1;40;19;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0
42;44;48;38;62;68;43,5;69;130;170;15,90769;8,9;40;12;12;1;1;0;1,192308;0;0;1;0;0;0;1;0;0;5272;1;0;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
49;46;55;52;54;56;49,75;61;156;229;19,83077;13,9;39,9;10;8;3;0;0;6,192307;0;1;0;0;1;0;0;0;1;2585;1;0;0;0;1;42;13;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0
